Index,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,location_url
132,Silver Leaf Bistro Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/silver-leaf-bistro-restaurant-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, The Acropolis, Thaltej Cross Road, S G Highway, Thaltej, Ahmedabad",Ahmedabad,"Acropolis Mall, Thaltej",,"Acropolis Mall, Thaltej, Ahmedabad","North Indian, Mughlai, Continental",12Noon to 1AM (Mon-Sun),1200,3,"['Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Buffet', 'Air Conditioned']",3.9,Good,325,https://www.google.com/maps/search/?api=1&query=Silver%20Leaf%20Bistro%20Restaurant%2C%20Ground%20Floor%2C%20The%20Acropolis%2C%20Thaltej%20Cross%20Road%2C%20S%20G%20Highway%2C%20Thaltej%2C%20Ahmedabad
133,Silver Leaf - Cama Hotel,['Casual Dining'],https://www.zomato.com/ahmedabad/silver-leaf-cama-hotel-lal-darwaja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cama Hotel, Khanpur Road, Lal Darwaja, Ahmedabad",Ahmedabad,"Cama Hotel, Bhadra",0,"Cama Hotel, Bhadra, Ahmedabad","North Indian, Chinese, Thai, Continental",24 Hours,1200,3,"['Lunch', 'Cash', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required']",3.9,Good,317,https://www.google.com/maps/search/?api=1&query=Silver%20Leaf%20-%20Cama%20Hotel%2C%20Cama%20Hotel%2C%20Khanpur%20Road%2C%20Lal%20Darwaja%2C%20Ahmedabad
134,From The North,['Casual Dining'],https://www.zomato.com/ahmedabad/from-the-north-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Emerald Building, Choice Lane Road, Near Swastik Crossrods, C G Road, Ahmedabad",Ahmedabad,C G Road,380009,"C G Road, Ahmedabad",North Indian,"11am – 3pm, 7pm – 11pm (Mon-Sun)",1200,3,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,175,https://www.google.com/maps/search/?api=1&query=From%20The%20North%2C%20Ground%20Floor%2C%20Emerald%20Building%2C%20Choice%20Lane%20Road%2C%20Near%20Swastik%20Crossrods%2C%20C%20G%20Road%2C%20Ahmedabad
135,Italian Bistro - Maple 99,['Casual Dining'],https://www.zomato.com/ahmedabad/italian-bistro-maple-99-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Maple 99, Tapovan Circle, SP Ring Road, Chandkheda, Ahmedabad",Ahmedabad,"Maple99, Chandkheda",,"Maple99, Chandkheda, Ahmedabad",Italian,11 AM to 12 Midnight,1200,3,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Credit Card', 'Pure Veg', 'Indoor Seating', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area']",3.9,Good,202,https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20-%20Maple%2099%2C%20Maple%2099%2C%20Tapovan%20Circle%2C%20SP%20Ring%20Road%2C%20Chandkheda%2C%20Ahmedabad
136,Punjabiyat - By Jassi De Parathe,['Casual Dining'],https://www.zomato.com/ahmedabad/punjabiyat-by-jassi-de-parathe-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9, 10, 1st Floor, Time Square 2, Sindhubhavan Road, Near Avlon Hotel, Thaltej, Ahmedabad",Ahmedabad,Thaltej,,"Thaltej, Ahmedabad",North Indian,"11am – 3pm, 7pm – 11pm (Mon-Sun)",1200,3,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Valet Parking Available', 'Table reservation required', 'Pure Veg', 'Indoor Seating', 'Serves Jain Food']",3.9,Good,146,https://www.google.com/maps/search/?api=1&query=Punjabiyat%20-%20By%20Jassi%20De%20Parathe%2C%209%2C%2010%2C%201st%20Floor%2C%20Time%20Square%202%2C%20Sindhubhavan%20Road%2C%20Near%20Avlon%20Hotel%2C%20Thaltej%2C%20Ahmedabad
137,World Cuisine Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/world-cuisine-restaurant-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel TGB Express, Kankaria Gate 5, Near Balvatika, Siddhi Vinayak Hospital Cross Road, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","North Indian, Chinese, Italian","11 AM to 3 PM, 7 PM to 11 PM (Mon-Sun)",1200,3,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",3.7,Good,94,https://www.google.com/maps/search/?api=1&query=World%20Cuisine%20Restaurant%2C%20Hotel%20TGB%20Express%2C%20Kankaria%20Gate%205%2C%20Near%20Balvatika%2C%20Siddhi%20Vinayak%20Hospital%20Cross%20Road%2C%20Mani%20Nagar%2C%20Ahmedabad
138,Ariva Multi Cuisine - Aarya Grand,['Casual Dining'],https://www.zomato.com/ahmedabad/ariva-multi-cuisine-aarya-grand-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Aarya Grand, Kargil Petrol Pump Lane, S.G Road, Sola, Ahmedabad",Ahmedabad,"Aarya Grand Hotels & Resorts, Sola",,"Aarya Grand Hotels & Resorts, Sola, Ahmedabad",North Indian,"12noon – 3pm, 7pm – 11pm (Mon-Sun)",1200,3,"['Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",3.7,Good,40,https://www.google.com/maps/search/?api=1&query=Ariva%20Multi%20Cuisine%20-%20Aarya%20Grand%2C%20Aarya%20Grand%2C%20Kargil%20Petrol%20Pump%20Lane%2C%20S.G%20Road%2C%20Sola%2C%20Ahmedabad
139,The Nine,['Casual Dining'],https://www.zomato.com/ahmedabad/the-nine-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"YMCA International Center, SG Highway Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Asian, North Indian, South Indian, Italian","12 Noon to 3 PM, 7 PM to 11 PM",1200,3,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating', 'Table Reservation Not Required', 'Serves Jain Food', 'Air Conditioned', 'Pure Veg']",3.3,Average,5,https://www.google.com/maps/search/?api=1&query=The%20Nine%2C%20YMCA%20International%20Center%2C%20SG%20Highway%20Road%2C%20Bodakdev%2C%20Ahmedabad
140,Miyabi,['Casual Dining'],https://www.zomato.com/ahmedabad/miyabi-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"61, Opposite to Honda Plant, Vithalap, Shela Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad",Japanese,8 AM to 10:30 PM,1200,3,"['Cash', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Breakfast', 'Lunch', 'Indoor Seating']",3.1,Average,5,https://www.google.com/maps/search/?api=1&query=Miyabi%2C%2061%2C%20Opposite%20to%20Honda%20Plant%2C%20Vithalap%2C%20Shela%20Road%2C%20Bopal%2C%20Ahmedabad
141,Dhoom Dhaam,['Casual Dining'],https://www.zomato.com/ahmedabad/dhoom-dhaam-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Sumel Complex, S.G.Highway, Near Tej Motors, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Modern Indian, North Indian, Parsi","12 Noon to 2:45 PM, 7 PM to 10:45 PM",1100,3,"['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Indoor Seating', 'Air Conditioned']",4.4,Very Good,529,https://www.google.com/maps/search/?api=1&query=Dhoom%20Dhaam%2C%20Ground%20Floor%2C%20Sumel%20Complex%2C%20S.G.Highway%2C%20Near%20Tej%20Motors%2C%20Bodakdev%2C%20Ahmedabad
142,Sphere Lounge - Hotel Ramada,['Café'],https://www.zomato.com/ahmedabad/sphere-lounge-hotel-ramada-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Ramada, Corporate Road, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Ahmedabad,"Ramada, Prahlad Nagar",,"Ramada, Prahlad Nagar, Ahmedabad",Cafe,6 PM to 2 AM,1100,3,"['Delivery', 'Dinner', 'Cash', 'Debit Card', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Outdoor Seating', 'Wifi', 'Pure Veg', 'Free Parking', 'Valet Parking Available', 'Table reservation required', 'Wheelchair Accessible']",4.2,Very Good,787,https://www.google.com/maps/search/?api=1&query=Sphere%20Lounge%20-%20Hotel%20Ramada%2C%20Hotel%20Ramada%2C%20Corporate%20Road%2C%20Opposite%20Prahlad%20Nagar%20Garden%2C%20Prahlad%20Nagar%2C%20Ahmedabad
143,Barbeque World,['Casual Dining'],https://www.zomato.com/ahmedabad/barbeque-world-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"104, 1st Floor,  Sigma Legacy Building, IIM Road, Near Panjarapol Cross Roads, Vastrapur, Ahmedabad",Ahmedabad," Sigma Legacy Building, Vastrapur",," Sigma Legacy Building, Vastrapur, Ahmedabad","North Indian, BBQ","11:30am – 2:30pm, 7:30pm – 10:30pm (Mon, Tue, Wed, Thu, Sat, Sun), 11:30am – 2:30pm, 7:3pm – 10:30pm (Fri)",1100,3,"['Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Pure Veg', 'Buffet', 'Indoor Seating', 'Air Conditioned']",3.8,Good,501,https://www.google.com/maps/search/?api=1&query=Barbeque%20World%2C%20104%2C%201st%20Floor%2C%20%20Sigma%20Legacy%20Building%2C%20IIM%20Road%2C%20Near%20Panjarapol%20Cross%20Roads%2C%20Vastrapur%2C%20Ahmedabad
144,Masala County,['Casual Dining'],https://www.zomato.com/ahmedabad/masala-county-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, Shree Balaji Agora Mall, Between Tapovan and Bhat Circles, Chandkheda, Ahmedabad",Ahmedabad,"Shree Balaji Agora Mall, Chandkheda",382424,"Shree Balaji Agora Mall, Chandkheda, Ahmedabad",North Indian,"11 AM to 3 PM, 7 PM to 11 PM",1100,3,"['Delivery', 'No Alcohol Available', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Takeaway Available', 'Mall Parking', 'Table booking recommended', 'Pure Veg', 'Serves Jain Food', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Air Conditioned']",4.1,Very Good,375,https://www.google.com/maps/search/?api=1&query=Masala%20County%2C%202nd%20Floor%2C%20Shree%20Balaji%20Agora%20Mall%2C%20Between%20Tapovan%20and%20Bhat%20Circles%2C%20Chandkheda%2C%20Ahmedabad
145,Indore Chat House,['Quick Bites'],https://www.zomato.com/ahmedabad/indore-chat-house-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shivalik 5, Mahalaxmi Cross Road, Paldi, Ahmedabad",Ahmedabad,Paldi,0,"Paldi, Ahmedabad",Street Food,10 AM to 10 PM,50,1,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Free Parking']",4.0,Bardzo dobrze,208,https://www.google.com/maps/search/?api=1&query=Indore%20Chat%20House%2C%20Shivalik%205%2C%20Mahalaxmi%20Cross%20Road%2C%20Paldi%2C%20Ahmedabad
146,New Gujarat Dalvada,['Quick Bites'],https://www.zomato.com/ahmedabad/new-gujarat-dalvada-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sun Complex, Near Park Plaza, Gujarat College Road, Ellis Bridge, Ahmedabad",Ahmedabad,Ellis Bridge,,"Ellis Bridge, Ahmedabad",Street Food,8:30 AM to 8:30 PM,50,1,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'No Seating Available', 'Pure Veg', 'Free Parking']",4.0,Very Good,158,https://www.google.com/maps/search/?api=1&query=New%20Gujarat%20Dalvada%2C%20Sun%20Complex%2C%20Near%20Park%20Plaza%2C%20Gujarat%20College%20Road%2C%20Ellis%20Bridge%2C%20Ahmedabad
147,Indore Chat House,[],https://www.zomato.com/ahmedabad/indore-chat-house-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sagar Complex, Opposite Mansi Tower, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Street Food,10 AM to 10 PM,50,1,"['Cash', 'Takeaway Available', 'Pure Veg']",4.0,Very Good,120,https://www.google.com/maps/search/?api=1&query=Indore%20Chat%20House%2C%20Sagar%20Complex%2C%20Opposite%20Mansi%20Tower%2C%20Satellite%2C%20Ahmedabad
148,Agarwal Kachori Centre,['Quick Bites'],https://www.zomato.com/ahmedabad/agarwal-kachori-centre-shahibagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite B G Towers, Near Delhi Gate, Shahibagh, Ahmedabad",Ahmedabad,Shahibagh,,"Shahibagh, Ahmedabad",Street Food,9 AM to 8 PM,50,1,"['Breakfast', 'No Seating Available', 'Cash', 'Takeaway Available', 'Pure Veg', 'Free Parking']",3.9,Good,60,https://www.google.com/maps/search/?api=1&query=Agarwal%20Kachori%20Centre%2C%20Opposite%20B%20G%20Towers%2C%20Near%20Delhi%20Gate%2C%20Shahibagh%2C%20Ahmedabad
149,Jus De' Cane,['Beverage Shop'],https://www.zomato.com/ahmedabad/jus-de-cane-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22, Ground Floor, Sunrise Shopping Centre, Opposite Indraprasth Tower, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad","Juices, Beverages",10:30 AM to 11:30 PM,50,1,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Outdoor Seating', 'Pure Veg']",3.6,Good,46,https://www.google.com/maps/search/?api=1&query=Jus%20De%27%20Cane%2C%2022%2C%20Ground%20Floor%2C%20Sunrise%20Shopping%20Centre%2C%20Opposite%20Indraprasth%20Tower%2C%20Drive%20In%20Road%2C%20Gurukul%2C%20Ahmedabad
150,New Gujarat Dalvada,['Quick Bites'],https://www.zomato.com/ahmedabad/new-gujarat-dalvada-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Akik Complex, S G Highway, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,0,"Bodakdev, Ahmedabad",Street Food,8 AM to 8 PM,50,1,"['Breakfast', 'Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Free Parking', 'Pure Veg', 'Outdoor Seating']",3.5,Good,33,https://www.google.com/maps/search/?api=1&query=New%20Gujarat%20Dalvada%2C%20Opposite%20Akik%20Complex%2C%20S%20G%20Highway%2C%20Bodakdev%2C%20Ahmedabad
151,Cane-d,['Beverage Shop'],https://www.zomato.com/ahmedabad/cane-d-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Saman Complex, Opposite Nalanda Complex, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Beverages,10 AM to 11 PM,50,1,"['Cash', 'Takeaway Available', 'No Seating Available', 'Digital Payments Accepted', 'Pure Veg']",3.5,Good,24,https://www.google.com/maps/search/?api=1&query=Cane-d%2C%202%2C%20Saman%20Complex%2C%20Opposite%20Nalanda%20Complex%2C%20Satellite%2C%20Ahmedabad
152,Jay Jalaram Khaman House,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-jalaram-khaman-house-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"26, Lower Level,  Arjun Tower, Shivranjini Cross Road, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Street Food,8 AM to 4 PM,50,1,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Free Parking', 'Outdoor Seating', 'Pure Veg']",3.4,Average,14,https://www.google.com/maps/search/?api=1&query=Jay%20Jalaram%20Khaman%20House%2C%2026%2C%20Lower%20Level%2C%20%20Arjun%20Tower%2C%20Shivranjini%20Cross%20Road%2C%20Satellite%2C%20Ahmedabad
153,Jodhpuri Kachori Samosa,['Quick Bites'],https://www.zomato.com/ahmedabad/jodhpuri-kachori-samosa-kankaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Qureshi Complex, Dani Limda Cross Road, Kankaria, Ahmedabad",Ahmedabad,Kankaria,,"Kankaria, Ahmedabad",Street Food,9 AM to 10 PM,50,1,"['No Alcohol Available', 'Cash', 'No Seating Available', 'Takeaway Available', 'Pure Veg', 'Free Parking']",3.0,Average,9,https://www.google.com/maps/search/?api=1&query=Jodhpuri%20Kachori%20Samosa%2C%20Qureshi%20Complex%2C%20Dani%20Limda%20Cross%20Road%2C%20Kankaria%2C%20Ahmedabad
154,Parimal Dalpuri Pakvan Center,['Quick Bites'],https://www.zomato.com/ahmedabad/parimal-dalpuri-pakvan-center-1-bapunagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Beside Gigev Hardware Shop, Opposite Hanumanji Temple, Thakkarbapanagar, Ahmedabad",Ahmedabad,Bapunagar,382350,"Bapunagar, Ahmedabad",Street Food,"7:45am – 11:30am (Mon-Sat),7:45am – 11am (Sun)",70,1,"['Cash', 'Takeaway Available', 'Breakfast', 'No Seating Available', 'No Alcohol Available', 'Lunch', 'Dinner', 'Self Service', 'Pure Veg']",0.0,Not rated,1,https://www.google.com/maps/search/?api=1&query=Parimal%20Dalpuri%20Pakvan%20Center%2C%20Beside%20Gigev%20Hardware%20Shop%2C%20Opposite%20Hanumanji%20Temple%2C%20Thakkarbapanagar%2C%20Ahmedabad
155,Iscon Ganthiya,['Quick Bites'],https://www.zomato.com/ahmedabad/iscon-ganthiya-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Karnavati Club, S G Highway, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Street Food,12:30 AM to 12 Midnight,100,1,"['Lunch', 'Standing Tables', 'No Seating Available', 'Cash', 'Free Parking', 'Pure Veg']",4.1,Very Good,380,https://www.google.com/maps/search/?api=1&query=Iscon%20Ganthiya%2C%20Opposite%20Karnavati%20Club%2C%20S%20G%20Highway%2C%20Satellite%2C%20Ahmedabad
156,Ambika Dalvada Centre,['Quick Bites'],https://www.zomato.com/ahmedabad/ambika-dalvada-centre-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Shivam Complex, Behind HL College, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,0,"Navrangpura, Ahmedabad",Street Food,9 AM to 8 PM (Mon-Sun),100,1,"['Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Free Parking']",4.3,Very Good,325,https://www.google.com/maps/search/?api=1&query=Ambika%20Dalvada%20Centre%2C%203%2C%20Shivam%20Complex%2C%20Behind%20HL%20College%2C%20Navrangpura%2C%20Ahmedabad
157,Farki,['Dessert Parlour'],https://www.zomato.com/ahmedabad/farki-1-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Krishna Bagh Cross Road, Opposite Vijay Bank, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad",Desserts,9 AM to 11 PM (Mon-Sun),100,1,"['Cash', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",4.4,Very Good,304,https://www.google.com/maps/search/?api=1&query=Farki%2C%20Krishna%20Bagh%20Cross%20Road%2C%20Opposite%20Vijay%20Bank%2C%20Mani%20Nagar%2C%20Ahmedabad
158,Iscon Ganthiya,['Quick Bites'],https://www.zomato.com/ahmedabad/iscon-ganthiya-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sailabh Complex, Oppositte Sanjivani Hospital, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad",Street Food,7 AM to 1 AM,100,1,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Free Parking']",3.9,Good,299,https://www.google.com/maps/search/?api=1&query=Iscon%20Ganthiya%2C%20Sailabh%20Complex%2C%20Oppositte%20Sanjivani%20Hospital%2C%20Vastrapur%2C%20Ahmedabad
159,Iscon Ganthiya,['Quick Bites'],https://www.zomato.com/ahmedabad/iscon-ganthiya-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Akshar Arcade, Opposite Memnagar Fire Station, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Street Food,6 AM to 1 AM (Mon-Sun),100,1,"['Dinner', 'Standing Tables', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Pure Veg']",3.8,Good,271,https://www.google.com/maps/search/?api=1&query=Iscon%20Ganthiya%2C%20Akshar%20Arcade%2C%20Opposite%20Memnagar%20Fire%20Station%2C%20Navrangpura%2C%20Ahmedabad
160,Farki,['Dessert Parlour'],https://www.zomato.com/ahmedabad/farki-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-9, Earth Complex, Near Seema Hall, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Desserts,10 AM to 12 Midnight,100,1,"['Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Air Conditioned']",4.0,Very Good,194,https://www.google.com/maps/search/?api=1&query=Farki%2C%20B-9%2C%20Earth%20Complex%2C%20Near%20Seema%20Hall%2C%20Satellite%2C%20Ahmedabad
161,Laxmi Ganthiya Rath,['Quick Bites'],https://www.zomato.com/ahmedabad/laxmi-ganthiya-rath-ambavadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/2/3, HL Colony, Near Nehrunagar Cross Road, Ambavadi, Ahmedabad",Ahmedabad,Ambavadi,0,"Ambavadi, Ahmedabad",Street Food,7 AM to 10 PM (Mon-Sun),100,1,"['No Seating Available', 'Cash', 'Takeaway Available', 'Breakfast', 'Pure Veg']",4.0,Very Good,134,https://www.google.com/maps/search/?api=1&query=Laxmi%20Ganthiya%20Rath%2C%201/2/3%2C%20HL%20Colony%2C%20Near%20Nehrunagar%20Cross%20Road%2C%20Ambavadi%2C%20Ahmedabad
162,Foodie's Call,['Quick Bites'],https://www.zomato.com/ahmedabad/foodies-call-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8, Basement of People's Plaza, Near Memnagar Fire Station, Vijay Cross Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Fast Food,4 PM to 4 AM,100,1,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Pure Veg', 'Indoor Seating']",4.0,Very Good,128,https://www.google.com/maps/search/?api=1&query=Foodie%27s%20Call%2C%208%2C%20Basement%20of%20People%27s%20Plaza%2C%20Near%20Memnagar%20Fire%20Station%2C%20Vijay%20Cross%20Road%2C%20Navrangpura%2C%20Ahmedabad
163,Shree Ambika Dalvada Centre,['Quick Bites'],https://www.zomato.com/ahmedabad/shree-ambika-dalvada-centre-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Gota Circle, S G Highway, Gota, Ahmedabad",Ahmedabad,Gota,0,"Gota, Ahmedabad",Street Food,10 AM to 10 PM,100,1,"['Cash', 'No Seating Available', 'Standing Tables', 'Takeaway Available', 'Free Parking', 'Pure Veg']",4.0,Very Good,139,https://www.google.com/maps/search/?api=1&query=Shree%20Ambika%20Dalvada%20Centre%2C%20Gota%20Circle%2C%20S%20G%20Highway%2C%20Gota%2C%20Ahmedabad
164,Chetna Ganthia Rath,['Quick Bites'],https://www.zomato.com/ahmedabad/chetna-ganthia-rath-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"218, Sunset Row House, Gurukul Road, Memnagar, Ahmedabad",Ahmedabad,Memnagar,0,"Memnagar, Ahmedabad","Street Food, Desserts",7 AM to 10 PM,100,1,"['Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Free Parking']",3.9,Good,131,https://www.google.com/maps/search/?api=1&query=Chetna%20Ganthia%20Rath%2C%20218%2C%20Sunset%20Row%20House%2C%20Gurukul%20Road%2C%20Memnagar%2C%20Ahmedabad
165,Moti Bakery,['Quick Bites'],https://www.zomato.com/ahmedabad/moti-bakery-sarkhej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"32 A, Royal Nawab Avenue, Juhapura Road, Sarkhej, Ahmedabad",Ahmedabad,Sarkhej,,"Sarkhej, Ahmedabad","Bakery, Fast Food",7 AM to 11 PM (Mon-Sun),100,1,"['Cash', 'No Alcohol Available', 'Takeaway Available', 'No Seating Available', 'Desserts and Bakes']",4.0,Very Good,151,https://www.google.com/maps/search/?api=1&query=Moti%20Bakery%2C%2032%20A%2C%20Royal%20Nawab%20Avenue%2C%20Juhapura%20Road%2C%20Sarkhej%2C%20Ahmedabad
